sentence,hotel_name,Sentiment
 it's on the expensive side but it's been around for a while so it's tried and true,Hotel D,positive
a place to have a quick and short meeting with good snacks and coffee,Hotel D,positive
state of the art hotel 🏨,Hotel D,neutral
beautiful experience for me and my family,Hotel D,positive
great views but service could be better,Hotel D,positive
the last event i had the place is fun to be it clean,Hotel D,positive
elegant place with fantastic view,Hotel D,positive
 really upper class,Hotel D,neutral
"i love the environment, the rooms are built for full comfort",Hotel D,positive
very well located,Hotel D,positive
 the lagoon view is breathtaking,Hotel D,positive
it's a cool place to be,Hotel D,positive
great place,Hotel D,positive
serene environment,Hotel D,positive
"this hotel is awesome, buildings are perfectly structured and attractive,,",Hotel D,positive
great location for evening chill and lovely chinese food,Hotel D,positive
nice waterside view and lovely wide rooms,Hotel D,positive
"exquisite and lovely place to be, it's home away from home",Hotel D,positive
cool atmosphere and exquisite place,Hotel D,positive
every thing here is perfect,Hotel D,positive
" the halls, the swimming pool, the services, the etiquette",Hotel D,neutral
 every thing is perfect,Hotel D,positive
lovely place for lodging and party with good environ,Hotel D,positive
lovely place and a very serene area,Hotel D,positive
"great place, beautiful scenery and exciting ambience",Hotel D,positive
a very wonderful place to be,Hotel D,positive
 premium luxury,Hotel D,neutral
love the sea view and the street view option suite,Hotel D,positive
great place and spacious,Hotel D,positive
stunningly beautiful,Hotel D,positive
 i went there for a wedding and had a lovely day,Hotel D,positive
the food is expressive,Hotel D,neutral
 and the room view is lovely,Hotel D,positive
the ambience of the hotel is simply breathtaking,Hotel D,positive
 i love it,Hotel D,positive
i had a nice experience,Hotel D,positive
"oh,this is an awesome place to visi,with nice serene and 5atar rating",Hotel D,positive
lovely and very accommodating,Hotel D,positive
a combination of accommodation and business premises,Hotel D,neutral
 a good spot of event hosting,Hotel D,positive
was at the chinese restaurant and everything was perfect,Hotel D,positive
"goood location, facilities a little old",Hotel D,neutral
just that the party hall is nice,Hotel D,positive
very nicewell okay securityeasy to identify,Hotel D,positive
"i went for an event actually but oriental hotel sure doesn't need a review, its one of the best",Hotel D,positive
beautiful space and food,Hotel D,positive
 service is a bit sluggish,Hotel D,negative
one of the best hoteli love the environment,Hotel D,positive
"lovely hotel, has some rentable area for shops and offices",Hotel D,positive
a five star hotel with state of the art facilities and top notch service,Hotel D,positive
lovely and exquisitely furnished rooms,Hotel D,positive
"oriental hotel on my streets in lagos lekki is all good nmd, n",Hotel D,positive
m,Hotel D,neutral
d😎😎😎 on the street of lagos and mg on the street of olathe shagu nmd on the street of orient are nmd on the street yo yo🚕🚕🚖🚦🚥,Hotel D,positive
superb,Hotel D,positive
so good and nice perfect view,Hotel D,positive
awesome place,Hotel D,positive
 took my breath away,Hotel D,neutral
great ambience,Hotel D,positive
 multiple restaurants for different tastes,Hotel D,neutral
"nice structure, exquisiteness, luxury",Hotel D,positive
 it's a masterpiece,Hotel D,positive
"always a nice ambience, worth your ever penny!!!",Hotel D,positive
great view of the lagoon,Hotel D,positive
 be observant as access routes may be a bit confusing,Hotel D,negative
it was fun,Hotel D,positive
" parking is becoming a problem though, especially on busy days",Hotel D,negative
great place,Hotel D,positive
badagry is historical,Hotel D,neutral
telling and showing all about the slave trade and early missionaries that defined nigeria of today,Hotel D,neutral
"the hotel was very nice and very secured, the staff were good",Hotel D,positive
definitely a five star hotel,Hotel D,positive
 exquite interior designs and very warm reception,Hotel D,positive
aesthetically pleasing environment and a very helpful staff,Hotel D,positive
nice serene environment but fairly antiquated,Hotel D,positive
"the hotel for the wealthy, the elites and the rich at heart",Hotel D,positive
enjoyed my stay,Hotel D,positive
excellent,Hotel D,positive
have the best all you can eat sunday brunch,Hotel D,positive
"nice rooms, great meeting rooms but pricey",Hotel D,positive
truly a five star hotel,Hotel D,positive
if not for the money spent i'd have said it should be taken to another location,Hotel D,neutral
one of the best places to be on the island,Hotel D,positive
 i love everything about it,Hotel D,positive
beautiful rooms and top notch service,Hotel D,positive
cool place great ambience and good service,Hotel D,positive
good looking environment and an awesome atmosphere,Hotel D,positive
they render unique services,Hotel D,neutral
 serene environment 👍,Hotel D,positive
always a good time at the oriental,Hotel D,positive
" great hotel, great staff, great value for money",Hotel D,positive
beautiful grand ball room with decent facilities,Hotel D,positive
beautiful serene!!! good hospitality management,Hotel D,positive
radisson blue ikeja is far better than his overpriced place,Hotel D,positive
 yeesh,Hotel D,neutral
"the food is perfect, and i love the customer service",Hotel D,positive
"great services, bar, restaurant, lounge, conference room",Hotel D,positive
very cosy and nice place,Hotel D,positive
"was there for the tech crunch lagos conference, had a great time",Hotel D,positive
you're always welcome to visit anytime,Hotel D,positive
"luxury 5 star hotel, my experience is just super divine",Hotel D,positive
i love,Hotel D,positive
lovely place for event and relaxation,Hotel D,positive
amazing,Hotel D,positive
talk about excellence,Hotel D,positive
 a 5 star,Hotel D,neutral
"a great place for conferences, meetings, accommodation and relaxation",Hotel D,positive
😊,Hotel D,positive
always top class,Hotel D,positive
classic and one of the best place for lodge and other activities,Hotel D,positive
high class hotel for events and relaxation,Hotel D,positive
 very popular around lagos,Hotel D,positive
its a very nice place to be for international visits and local,Hotel D,positive
very good for relaxation,Hotel D,positive
 it also houses some businesses,Hotel D,neutral
great structure & facilities with excellent views,Hotel D,positive
oriental hotel provides you with the oriental experience,Hotel D,neutral
 the view is incredibly beautiful,Hotel D,positive
fantastic place,Hotel D,positive
amazing but dull after the endsars period,Hotel D,negative
perfect,Hotel D,positive
"great chicken fried rice, best in lagos & and not designer expensive",Hotel D,positive
the facilities are showing signs of wear and tear,Hotel D,neutral
 the parking could be cleaner than it is,Hotel D,positive
it's huge and spacious but kinda old,Hotel D,positive
"very spacious, strategically located, cool environment",Hotel D,positive
cozy environment,Hotel D,neutral
hospitality at its best,Hotel D,positive
  awesome reception and facilities,Hotel D,positive
 😍,Hotel D,positive
a good and very hospitable place,Hotel D,positive
it's a very big hotel along lagos epe expressway before lekki tollgate,Hotel D,neutral
oriental has a good view of victoria island lagos,Hotel D,positive
the lagos lagoon is just behind the hotel,Hotel D,neutral
thinking that construction is still ongoing makes it more delightful,Hotel D,positive
 expect more,Hotel D,neutral
"nice place, for events",Hotel D,positive
absolutely fantastic hotel in a safe and secure location in victoria island,Hotel D,positive
"good hotel for vacation, exhibitions, but too many traffics",Hotel D,positive
both chinese and japanese restaurants on the 3rd floor are great places to eat,Hotel D,positive
the gym there is very good and affordable,Hotel D,positive
i went to oriki spa,Hotel D,neutral
 the deep tissue massage was heavenly,Hotel D,positive
oriental hotel is a luxury hotel situated at lekki express road and victoria island area of lagos,Hotel D,neutral
 oriental hotel is within proximity of numerous business and tourist attractions,Hotel D,positive
the kind cold around 9pm ain't normal,Hotel D,positive
it's a classic place to stay if you've got the money,Hotel D,neutral
organized hotel and we'll trained personnel,Hotel D,neutral
nice view and space plus free drinks in the fridge,Hotel D,positive
the place make sense,Hotel D,neutral
if you like chinese food you should check this place out,Hotel D,positive
great hotel but cheaper options available in lagos,Hotel D,positive
well situated,Hotel D,positive
 great sites awaits all,Hotel D,positive
cool n serene environment,Hotel D,positive
 love it,Hotel D,positive
i been here once for photo shoot,Hotel D,negative
 nice place,Hotel D,positive
it is a really nice place and very secure,Hotel D,positive
"lovely place to be, i enjoyed my stay",Hotel D,positive
i work on the 6th/7th floor,Hotel D,neutral
 there you have 9mobile and hussein’s staff,Hotel D,neutral
"a place of stylishness, hospitality and fun",Hotel D,positive
 home for all class,Hotel D,neutral
its a good for someone to av his leisure time,Hotel D,positive
excellent location for corporate events,Hotel D,positive
food is awesome,Hotel D,positive
 it's not as outrageously expensive as you think,Hotel D,positive
"spacious room, great ambience and beautiful service",Hotel D,positive
i went for a meeting in  one of their halls,Hotel D,neutral
 good service,Hotel D,positive
nice place with the great hospitality services,Hotel D,positive
lovely place for business and personal activities,Hotel D,positive
one of the best hotel on the island with a nice view,Hotel D,positive
very lovely hotel and good for events,Hotel D,positive
"sea view, aesthetic accommodation and exquisite rooms",Hotel D,neutral
 nice sea ambience,Hotel D,positive
"an hotel with class, from the beautiful well crafted structure to the classic interior design",Hotel D,positive
great place to chill for the weekend,Hotel D,positive
 great for weary travellers,Hotel D,positive
nice hotel,Hotel D,positive
quite pricey too,Hotel D,neutral
"classy and high end, good place for date night",Hotel D,positive
"exquisite hotel for the high class, touch of class and quality",Hotel D,neutral
"fantastic place, well built and imposing structure",Hotel D,positive
it is well organized and so beautiful,Hotel D,positive
for local and international,Hotel D,neutral
 accessible and clean,Hotel D,positive
 although expensive,Hotel D,neutral
best in all great friendly staffs made here the best,Hotel D,positive
"no doubt about this fact, it's a 5 star hotel",Hotel D,positive
 an international grade,Hotel D,neutral
all good except for the bad internet connection,Hotel D,negative
one of the greatest places i've visited!,Hotel D,positive
staff were polite and they were very helpful too,Hotel D,positive
such an inviting ambience,Hotel D,positive
superb ambiance and equally good customer care,Hotel D,positive
i love it,Hotel D,positive
good facilities and warming gestures of staffs at the hotel,Hotel D,positive
very amazing place with awesome views,Hotel D,positive
beautiful evening at the osibodu nd tubi's wedding at lagos oriental hotel,Hotel D,positive
fantastic hotel service,Hotel D,positive
 one of the best in nigeria surely,Hotel D,positive
good facility,Hotel D,positive
" chinease restaurant is not very good, but has a good price",Hotel D,positive
"lovely environment, beautiful sceneray and warm hospitality",Hotel D,positive
it's always a nice idea   its clean and they ve an event center as well,Hotel D,positive
i like orientals,Hotel D,positive
" beautiful terrace,fine halls and friendly workers",Hotel D,positive
100% great place to be,Hotel D,positive
 seaside view,Hotel D,neutral
a great hotel experience,Hotel D,positive
not my first time but it's a place you'll always wanna go,Hotel D,neutral
this is a choice location for events!,Hotel D,neutral
toilet on the 11th floor but other than that beautiful scenery,Hotel D,positive
the promise land,Hotel D,positive
lovely hotel! very good ambiance,Hotel D,positive
my experience at oriental hotel limited to reception only,Hotel D,negative
 cool,Hotel D,positive
skyfit gym is excellent and top notch view,Hotel D,positive
relatively calm with series of occasions,Hotel D,positive
the hotel is so beautiful,Hotel D,positive
 great service,Hotel D,positive
great views and the restaurant is really nice,Hotel D,positive
"lovely, exciting and beautiful, well secured",Hotel D,positive
 real cool,Hotel D,positive
great place for events such as conferences and the likes,Hotel D,positive
beautiful place to be,Hotel D,positive
 the ambience is superb,Hotel D,positive
nice hotel overlooking the lagoon with good facilities,Hotel D,positive
wonderful ambience,Hotel D,positive
well maintained and managed,Hotel D,positive
 with rental spaces for office use,Hotel D,neutral
it was delightful and very welcoming,Hotel D,positive
good,Hotel D,positive
it should be the best hotel in the city so far,Hotel D,positive
one of the best and most comfortable hotels around lagos,Hotel D,positive
"good hotel to stay, but not good food option for indian vegetarian",Hotel D,negative
beautiful ambience,Hotel D,positive
 coolest of the lots around,Hotel D,neutral
there services are nice but there is always room for improvement,Hotel D,positive
single lane road in and out is a nightmare in lagos traffic but inside is beautiful,Hotel D,positive
very good upscale hotel in lekki for lodging and events,Hotel D,positive
spacious and comfortable therefore i am good with the establishment,Hotel D,positive
a masterpiece of chinese/japanese life style by nigerian,Hotel D,positive
 its classy,Hotel D,positive
you most not just be rich but wealthy to enjoy this place to the fullest,Hotel D,positive
great place to be,Hotel D,positive
 nice reception,Hotel D,positive
"lots of parking space, good coordination and serene environment with a good view",Hotel D,positive
my guests loved it,Hotel D,positive
 would recommend,Hotel D,positive
"place by the sea side in victoria island,by oniru busstop close to toll gate",Hotel D,neutral
a good sight to behold,Hotel D,positive
the restaurant here is fantastic!!! excellent service,Hotel D,positive
"5 star ✨ hotel in v/i, lagos",Hotel D,positive
the event was properly organised,Hotel D,neutral
 the lightning was a little faulty,Hotel D,negative
"its calm and collected, filled with friendly people",Hotel D,positive
its a nice place for conference and other personal stuff,Hotel D,positive
"great ambience, clean and luxurious",Hotel D,positive
"apart from it's aesthetical view, proximity to access roads is guaranteed",Hotel D,neutral
beautiful lagoon front hotel,Hotel D,positive
 always busy,Hotel D,neutral
"a nice place to be, a good meal in a serene environment",Hotel D,positive
amazing hospitality service with great architecture,Hotel D,positive
you may need to specifically ask for what you want here,Hotel D,positive
 special rooms are not offered on the first request,Hotel D,positive
great place,Hotel D,positive
 nice ambience,Hotel D,positive
a good environment to lodge in with a beautiful view,Hotel D,positive
cozy place,Hotel D,neutral
 costly,Hotel D,negative
 not for low and average income earners,Hotel D,positive
 highbrew hotel,Hotel D,neutral
really love this place,Hotel D,positive
 nice place to be and fun,Hotel D,positive
nice place,Hotel D,positive
 very well put togethrr,Hotel D,positive
the chinese restaurant is awesome,Hotel D,positive
 food tastes great,Hotel D,positive
lodge at a convenient place,Hotel D,neutral
lovely place to visit for leisure and relaxation,Hotel D,positive
lovely and a very nice place to relax,Hotel D,positive
"lovely hotel, wonderful view over the lagoon",Hotel D,positive
"was great, serene environment and lovely staff",Hotel D,positive
nice but pricey place,Hotel D,positive
it got nice ocean view 😊,Hotel D,positive
one of the best hotels in lagos,Hotel D,positive
 well maintained facilities,Hotel D,positive
"great place, lovely view of the water",Hotel D,positive
excellent,Hotel D,positive
it's a classy hotel with nice cuisine,Hotel D,positive
"very spacious and comfortable room, with adequate amenities",Hotel D,positive
a quiet and classy place to have an event,Hotel D,positive
"great place for hospitality and events, especially conferences",Hotel D,positive
amazing,Hotel D,positive
nice place but breakfastlet it down,Hotel D,positive
nice serene place for accommodation and events,Hotel D,positive
"cool environment, a little high ended for regular lagosians",Hotel D,positive
good number of halls for events & adequate rooms to support,Hotel D,positive
"one beautiful hotel in lagos, customer service quality is on point",Hotel D,positive
top notch event experience,Hotel D,positive
nice hotel hotel with beautiful environment and event halls,Hotel D,positive
hot pot is unbelievable,Hotel D,positive
you should not miss it,Hotel D,positive
great facility for lodging and banquet needs,Hotel D,positive
stay here in august,Hotel D,neutral
 very conveniently located and very comfortable,Hotel D,positive
not too bad,Hotel D,positive
 went for a job site survey,Hotel D,neutral
"this place is awesome, do spend sometime here and be surprised",Hotel D,positive
strategically located in the high brow of victoria island,Hotel D,neutral
this is a modern hotel,Hotel D,neutral
a well organized place and good for relaxation,Hotel D,positive
nice hotel though a bit pricey,Hotel D,positive
great place for the rich elites in the society,Hotel D,positive
top class hotel,Hotel D,positive
 expensive but worth the price,Hotel D,positive
awesome,Hotel D,positive
 had chinese dinner,Hotel D,neutral
 very sumptuous,Hotel D,neutral
a lovely place to be,Hotel D,positive
a good place to be if you have the money,Hotel D,positive
"it has packing space ,well secured ,continental dishes ,conference hall and lot more",Hotel D,positive
harmony publishing went for an event,Hotel D,positive
 good environment,Hotel D,positive
cool and serene  environment,Hotel D,positive
great hotel,Hotel D,positive
 one of the top notch hotels in lagos actually,Hotel D,positive
nice,Hotel D,positive
a nice hotel with good water views,Hotel D,positive
"beautiful place, nice ambience",Hotel D,positive
  a place to be!,Hotel D,neutral
amazing breakfast buffet options and scenic views,Hotel D,positive
perfectly place to hold your event,Hotel D,positive
nice chinese and japanese food,Hotel D,positive
 good sea view,Hotel D,positive
lagos money working,Hotel D,neutral
very cool area,Hotel D,positive
nice ambience,Hotel D,positive
very nice place to hold events,Hotel D,positive
lovely experience,Hotel D,positive
 nice place to be,Hotel D,positive
"classy, elegant, great food, lovely ambience",Hotel D,positive
"comfortable rooms, nice views",Hotel D,positive
food is ok,Hotel D,positive
this hotel has all in one,Hotel D,neutral
 it is very lovely and your comfort is guaranteed,Hotel D,positive
hotel for those who love luxury and comfort,Hotel D,positive
 very good place,Hotel D,positive
"great chinese food, variety of restaurants and aesthetically appealing",Hotel D,positive
"a nice place to be, meet great people",Hotel D,positive
"one of the best hotels to be in, with very professional staff",Hotel D,positive
best service ever,Hotel D,positive
 i recommend this hotel,Hotel D,positive
 ,Hotel D,neutral
it was a nice place to be,Hotel D,positive
 skyfit gym precisely,Hotel D,neutral
clean and nice staff,Hotel D,positive
 keep it up,Hotel D,neutral
it was very nice with good chinese food,Hotel D,positive
pure luxury,Hotel D,neutral
loved my stay there,Hotel D,positive
had a great and memorable time here,Hotel D,positive
cool environment,Hotel D,positive
 i even bumped into timi dakola😁,Hotel D,positive
lovely place for hotel and good food,Hotel D,positive
nice but be ready to eat chinese foods,Hotel D,positive
their chinese restaurant is one of the best in nigeria,Hotel D,positive
 very posh hotel,Hotel D,neutral
"an outstanding place for hosting events, albeit expensive",Hotel D,positive
great ambience and excellent aesthetic designs,Hotel D,positive
beautiful place,Hotel D,positive
 lovely food,Hotel D,positive
beautiful ballrooms,Hotel D,positive
 ideal for high class events,Hotel D,positive
d environment was so neat nd dere service is ok,Hotel D,positive
"located in the heart of lagos, victoria island, it is easilyaccessible",Hotel D,positive
very nice environment nice building in fact is the best,Hotel D,positive
this a place i will like to visit again,Hotel D,positive
great ambience,Hotel D,positive
 limited parking spaces,Hotel D,negative
great place to stay and hold events,Hotel D,positive
the standard is unmatched,Hotel D,negative
 classy,Hotel D,positive
has a compelling waterfront view,Hotel D,positive
 quite nice,Hotel D,positive
it's old but still ok,Hotel D,positive
 quality services,Hotel D,neutral
its so exquisite i give it a 100%,Hotel D,neutral
"neat, spacious and very relaxing atmosphere",Hotel D,positive
well organised place,Hotel D,positive
 qualified for a 5 star,Hotel D,neutral
nicelooking  hotel with a lagoon front bar,Hotel D,neutral
lovely asian hotel with courteous staff and nice facilities,Hotel D,positive
good ambience and great customer service,Hotel D,positive
its a wonderful experience,Hotel D,positive
 nice food,Hotel D,positive
very nice atmosphere,Hotel D,positive
this place serves your experience no doubt 👍🏻,Hotel D,positive
"an hotel with class, site's strategically in a very secured environment",Hotel D,positive
its was a cool filled environment,Hotel D,positive
 lots to see,Hotel D,neutral
"high standard, well equipped, nice sea view",Hotel D,positive
lovely hotel,Hotel D,positive
 i think the rug on the corridor need to be changed though,Hotel D,neutral
"very superb, interesting, fun n a place to be",Hotel D,positive
a fantastic place to have a nice time,Hotel D,positive
cool place but parking space issue,Hotel D,positive
i like the oriental - always love to soak in the sights of the water nearby,Hotel D,positive
"beautiful experience, great for your events",Hotel D,positive
located between a creek and a major toll gate,Hotel D,neutral
 has facility to host large meetings,Hotel D,neutral
beautiful place to relax and enjoy life,Hotel D,positive
good hotel for variety,Hotel D,positive
 excellent gym facility,Hotel D,positive
"very comfortable, just parking space issue",Hotel D,positive
the conference held here was indeed aplomb,Hotel D,neutral
beautiful hotel i would love all to visit,Hotel D,positive
its a class on its own with excellent service and customer care,Hotel D,positive
"the view is very good from the 8th floor, breathtaking!",Hotel D,positive
a great place to be for luxurious life style,Hotel D,positive
very fine place to hold your meetings with clients,Hotel D,positive
great hotel,Hotel D,positive
" matches international standards but as expected, very expensive",Hotel D,neutral
"good service, friendly staff, excellent facility",Hotel D,positive
good,Hotel D,positive
the rooms are fantastic also inlove with the pool side,Hotel D,positive
service was great had a good time,Hotel D,positive
five star general live up they so don't go they,Hotel D,neutral
beautiful hotel in a great location and on a water front,Hotel D,positive
it was really wow when you get there you don't want to leave 😂,Hotel D,positive
"wafts of sea breeze keeps the atmosphere cool, always",Hotel D,positive
a 4 star hotel with good quality service,Hotel D,positive
"very cool environment, relaxing and cozy",Hotel D,positive
beautiful place to be with your loved once,Hotel D,positive
"beautiful intererior, nice delicacies, cool pool side",Hotel D,positive
good restaurants and the hotel is vert clean and good for price,Hotel D,positive
"good parking space, wonderful customer service",Hotel D,positive
oriental hotel that has company offices there,Hotel D,neutral
 it's not a small place,Hotel D,neutral
excellent ambience,Hotel D,positive
 fantastic ocean view,Hotel D,positive
very lovely hotel,Hotel D,positive
 best services,Hotel D,positive
loved it,Hotel D,positive
 a top class hotel,Hotel D,positive
"beautiful, ambience and cool environment that is supported by the lagoon",Hotel D,positive
"a hotel with world class facilities and waterfront ambience, nestled in the heart of lagos",Hotel D,positive
"attended an event at the terrace, beautiful view overlooking the lagoon",Hotel D,positive
well organised,Hotel D,positive
 neat and a lovely ambience,Hotel D,positive
"huge property, large rooms, good service",Hotel D,positive
it's a nice 5 star hotel,Hotel D,positive
very cool place to relax,Hotel D,positive
very nice place always to visits,Hotel D,positive
easy to access,Hotel D,positive
 decent accommodation and great service,Hotel D,positive
"oriental hotel is simply a five star hotel, it is more than expected",Hotel D,neutral
 everything works,Hotel D,neutral
 ,Hotel D,neutral
excellent building,Hotel D,positive
nice facilities,Hotel D,positive
"top class hotel,,,decent environment",Hotel D,positive
good,Hotel D,positive
lovely ambience always,Hotel D,positive
didn't get an opportunity to get a picture on my first visit,Hotel D,negative
 didn't miss it today though,Hotel D,positive
"nice hotel by the lagos lagoon, which giving you great scenery",Hotel D,positive
its a vsry great hotel,Hotel D,positive
nice environment,Hotel D,positive
 good security,Hotel D,positive
"you should consider patronizing them,  i had very nice experience",Hotel D,positive
"excellent service, superb view",Hotel D,positive
restaurant  is far from accommodation  area,Hotel D,neutral
 not too good,Hotel D,negative
where life's good when you can afford all they have,Hotel D,positive
good ambience for coffee and a quick bite,Hotel D,positive
really dope,Hotel D,neutral
"it was wow, spacious hall and very comfortable",Hotel D,positive
good hotel with a very accessible car park,Hotel D,positive
lovely place as expected  but i think its over priced,Hotel D,positive
is a nice place to be,Hotel D,positive
exciting place to be,Hotel D,positive
 the event halls are top notch,Hotel D,positive
"nice food, fast internet, nice ambience",Hotel D,positive
a nice hotel with both lagoon view and city view,Hotel D,positive
"amazing and very comfortable, easy to located too",Hotel D,positive
the wine tasting event was quite nice,Hotel D,positive
located in a serene area,Hotel D,positive
 motorable but in a traffic zone,Hotel D,neutral
good hotel in lagos,Hotel D,positive
 not my first choice though,Hotel D,neutral
a top class hotel facility on the lagoon front,Hotel D,positive
this is a five stars hotel in lagos along lekki / epe express way,Hotel D,neutral
amazing it has everything you ever wish for,Hotel D,positive
fantastic hotel and good view,Hotel D,positive
"elegant set up, good chinese foods, and reasonable price",Hotel D,positive
nice hotels with very good customer care,Hotel D,positive
"awesome, makes you forget home",Hotel D,positive
and make you feel at home,Hotel D,neutral
it is beside a flowing water body and gives a good view,Hotel D,positive
everything on point,Hotel D,neutral
"its a five star for me, everything works accordingly",Hotel D,neutral
grandeur to you in all your hotel needs,Hotel D,positive
a nice place to cool off,Hotel D,positive
great service,Hotel D,positive
 lovely meeting place,Hotel D,positive
"you should try their chinese restaurant, great service",Hotel D,positive
its a lovely place to relax and gave seminar,Hotel D,positive
the reception was superb and all amenities on point,Hotel D,positive
one of the highest standards hotels we have in lagos,Hotel D,neutral
the environment is serene and accommodating,Hotel D,positive
"it's the usual, nothing new",Hotel D,neutral
"one of the best hotelier, if not the best",Hotel D,positive
very nice and beautiful view from the windows,Hotel D,positive
"great ambience good food, good service",Hotel D,positive
five star hotel and suites indeed,Hotel D,neutral
explained 🥰,Hotel D,positive
"great for conference, luxury living and confort",Hotel D,positive
"good chinese food,indian foods and quality services",Hotel D,positive
good and courteous service,Hotel D,positive
amaizing hotel expirence,Hotel D,neutral
 organized and polite staffs,Hotel D,neutral
badly needs some renovations,Hotel D,negative
great,Hotel D,positive
 good food and ambiance,Hotel D,positive
nice hotel but chaotic parking during major events,Hotel D,negative
"the hotel was great, i really enjoyed my stay at the hotel",Hotel D,positive
good customer service,Hotel D,positive
limited food variety,Hotel D,negative
  the view is good though,Hotel D,positive
very nice ambiance,Hotel D,positive
 love it,Hotel D,positive
i love the chinese touch to the place,Hotel D,positive
 a wonderful place to relax!,Hotel D,positive
"love the chinese restaurant ,their food is great",Hotel D,positive
this is a very nice hotel and it's ok,Hotel D,positive
a beautiful luxurious hotel at victoria islandmof lagos,Hotel D,positive
great hospitality and good food,Hotel D,positive
well it service is okay but expensive for middle class,Hotel D,positive
it's a nice place to lodge with conducive environment,Hotel D,positive
very neat rooms and nice ambience,Hotel D,positive
great place with ample parking space,Hotel D,positive
its such a lovely and serene atmosphere,Hotel D,positive
amazing and super service delivery,Hotel D,positive
 hotel and event centre,Hotel D,neutral
"it's a great place, really so",Hotel D,positive
nice parking lot & rideway for my motorcycle,Hotel D,positive
nice ambience and good food,Hotel D,positive
"nice ambience, the life band singer was great",Hotel D,positive
as a hotel 👎as a venue- gorgeous,Hotel D,positive
lovely scenery and excellent service,Hotel D,positive
decline in facilities maintenance yet fantastic  ambience,Hotel D,positive
i have a great time there with friends,Hotel D,positive
nice but the food  too ok,Hotel D,positive
"you can get top quality services, accommodation and meals, but at relatively expensive prices",Hotel D,positive
it's has a nice environment and it's  close to a creek,Hotel D,positive
they have your taste!,Hotel D,neutral
affordable luxury,Hotel D,neutral
  old money oriental finishing,Hotel D,neutral
is this place not oriental hotel ? or does it now have a new name ?,Hotel D,neutral
"great structures, excellent service",Hotel D,positive
lovely ambience,Hotel D,positive
 nice place,Hotel D,positive
"save for parking challenges, nice and good",Hotel D,positive
lovely hotel,Hotel D,positive
 quite expensive though but worth it,Hotel D,positive
"the hotel is wow, although nothing out of the ordinary, but their food is",Hotel D,positive
"wonderful place to be for, lodging, event and programmes",Hotel D,positive
cool and ocean view is ensured with boat cruise,Hotel D,positive
"i like the sight at night, look so beautiful",Hotel D,positive
very clean building,Hotel D,positive
"  houses the oriental hotel,  9mobile office,  and huawei office",Hotel D,neutral
fair,Hotel D,positive
"a three star hotel, not the ritz but not bad at all",Hotel D,positive
very big multipurpose event center and hotel located at victoria island lagos,Hotel D,neutral
"good security, perfect place to have chinese delicacies",Hotel D,positive
"beautiful place, sea view lovely",Hotel D,positive
perfect place and environment,Hotel D,positive
very lovely 🥰🥰🥰🥰,Hotel D,positive
still a solid 4star hotel with a great view,Hotel D,positive
i'll like to visit this hotel again and again 😁,Hotel D,positive
lovely atmosphere and very cosy,Hotel D,positive
"good views, great location for a wedding",Hotel D,positive
nice view,Hotel D,positive
 immume to the noise in the environment,Hotel D,neutral
nice and classy place for hang out,Hotel D,positive
"nice view, spa, gym,  meeting rooms et al",Hotel D,positive
serene environment and easy access to ferry service,Hotel D,positive
cool,Hotel D,positive
luxury at its peak,Hotel D,neutral
 i loved my stay there,Hotel D,positive
awesome place,Hotel D,positive
 great food,Hotel D,positive
very lovely environment,Hotel D,positive
"magnificently built, beauty to behold",Hotel D,positive
"quintessential home away from home, with a top rated customer care service",Hotel D,positive
very accommodating and unique customer service ,Hotel D,neutral
"hmmm, what a wonderful place place",Hotel D,positive
great place to have executive meeting and network ,Hotel D,positive
"enjoyed the service, comfort and luxury",Hotel D,positive
a posh and classy hotel,Hotel D,positive
 scenic water view and boat movements,Hotel D,neutral
lovely hotel,Hotel D,positive
"serene environment,friendly staff",Hotel D,positive
a place of luxury and top notch hotel and hall services,Hotel D,positive
beautiful view and lovely environment,Hotel D,positive
pleasant experience,Hotel D,positive
 staff are courteous,Hotel D,positive
"it was a great event and the venue,  beautiful",Hotel D,positive
good chinese,Hotel D,positive
 have a special menu on sundays,Hotel D,positive
not bad,Hotel D,positive
exceptional service,Hotel D,neutral
 very satisfactory,Hotel D,positive
"it is not surprising the chinese lack maintenance culture, or is it the nigerian thing?",Hotel D,negative
i'm definitely coming back,Hotel D,positive
great place and well mannered staff,Hotel D,positive
they have the best stir fry rice 🥰🥰🥰🥰,Hotel D,positive
a very relaxing atmosphere for all purposes,Hotel D,positive
one of the best hotels in nigeria and indeed in africa,Hotel D,positive
extraordinary hotel excellent 👌,Hotel D,positive
"apart from the hotel and its services, it has a couple of businesses in the complex, from fashion stores to it companies and telecoms",Hotel D,neutral
triple star entertainment,Hotel D,positive
" selfless, efficient and excellent services",Hotel D,positive
my experience there was awesome 👌,Hotel D,positive
the food us really nice👌👌,Hotel D,positive
really cozy rooms,Hotel D,neutral
 ambience is a 100,Hotel D,neutral
nice place to host your event,Hotel D,positive
"excellent services, world class rooms",Hotel D,positive
amenities and services is really cool and top notch,Hotel D,positive
high class hotel for the rich!decorated to taste ,Hotel D,neutral
it's a place to want to get your mind off work and just relax,Hotel D,positive
ok,Hotel D,positive
natty ajigu has magical order 4 u,Hotel D,neutral
lovely serene,Hotel D,positive
nice food and friendly staffs,Hotel D,positive
nice place to relax and to have events,Hotel D,positive
