sentence,hotel_name,Sentiment,review_topic
nice and cool place to be,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
beautiful hotel,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 the food was good,Lagos Oriental,positive,Delightful Food and Home-like Feel
 the staff were polite and professional,Lagos Oriental,neutral,Welcoming Staff and Comfortable Stay
 the rooms are spacious and beautiful,Lagos Oriental,positive,Beautiful Views and Dining Experiences
"exquisite, astonishing, amazing  high standard hotel in nigeria",Lagos Oriental,positive,Serene Environment
"  for your high level party,  event,  religious gathering and all",Lagos Oriental,positive,Event and Conference Spaces
  the place  for creme de la creme,Lagos Oriental,neutral,Event and Conference Spaces
excellent ambience! the maintenance culture is simply commendable - i was there from inception,Lagos Oriental,positive,Excellent Service and Hospitality
" a very nice hotel, pricey but worth it",Lagos Oriental,positive,Leisure and Relaxation
customer service is top notch,Lagos Oriental,positive,Excellent Service and Hospitality
 i had aproblem with my car and the security guys watched over it till the following day,Lagos Oriental,positive,Leisure and Relaxation
 i am so grateful,Lagos Oriental,positive,Excellent Service and Hospitality
"the traffic few days ago was so flowing freely, saturday to be precise,but had a flat tyre and lcc staffs rescued the situation for me,thank you mr ayo and mr ibrahim lcc staff",Lagos Oriental,positive,Leisure and Relaxation
the environment and atmosphere isso friendly,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
good place to visit,Lagos Oriental,positive,Leisure and Relaxation
"set in oriental ambience environment,  overlooking the lagos atlantic ocean",Lagos Oriental,neutral,Serene Environment
" it's  a great place to be with wonderful rooms,  office blocks or facilities in adjoining building with chinese hot-spot restaurant you will like to try out anytime soon",Lagos Oriental,positive,Beautiful Views and Dining Experiences
a 5 star international hotel with presidential and world class suite,Lagos Oriental,neutral,Event and Conference Spaces
very spacious,Lagos Oriental,neutral,Event and Conference Spaces
 offers a variety of restaurants and different sizes of halls and meeting rooms,Lagos Oriental,neutral,Room Quality and Standards
 also has an expansive parking area on multi-levels,Lagos Oriental,neutral,Event and Conference Spaces
elegant with wonderful scenery,Lagos Oriental,positive,Delightful Food and Home-like Feel
 one of the best hotels in lagos,Lagos Oriental,positive,Serene Environment
it's got a quite and exquisite outlook that can accommodate both formal and informal occasions,Lagos Oriental,neutral,Event and Conference Spaces
it was incredibly  average ,Lagos Oriental,neutral,Serene Environment
i ordered  a coffee they bought  extremely  weak and watered down coffee  in a mug,Lagos Oriental,negative,Delightful Food and Home-like Feel
 the snacks and food,Lagos Oriental,neutral,Delightful Food and Home-like Feel
very bland -all in all ,Lagos Oriental,neutral,Delightful Food and Home-like Feel
 the experience  was just there,Lagos Oriental,neutral,Beautiful Views and Dining Experiences
"it's a sophisticated place to be, they have halls, hotel rooms and lots more",Lagos Oriental,positive,Event and Conference Spaces
 it's a place for the bourgeoisie,Lagos Oriental,neutral,Excellent Service and Hospitality
"i love the ambience it's quiet and of course, it has so many beautiful picture backgrounds 😊",Lagos Oriental,positive,Beautiful Views and Dining Experiences
"this special, luxury hotel is beautifully located in victoria island of lagos",Lagos Oriental,positive,Serene Environment
 i classify this hotel to be 5 star,Lagos Oriental,neutral,Serene Environment
" the rooms are equipped with satellite television, climate control, safe deposit box, comfortable bed and a writing table",Lagos Oriental,positive,Room Quality and Standards
 this intimate venue was opened in  and comprises 181 rooms,Lagos Oriental,neutral,Event and Conference Spaces
 the accommodation also features free wi-fi,Lagos Oriental,positive,Serene Environment
"its located at the heart of the commercial district with close proximity to popular lagos destinations such as idumota, cms, marina, ikoyi, lekki and law school in lagos",Lagos Oriental,positive,Serene Environment
 a lagoon and palm trees are also nearby,Lagos Oriental,neutral,Beautiful Views and Dining Experiences
"while, it the international airport isn't that close to oriental hotel, it is however accessible",Lagos Oriental,neutral,Serene Environment
 there is a free self parking here making uber and bolt drivers easy to request,Lagos Oriental,positive,Event and Conference Spaces
atm cash machine is available at this location for guests' convenience,Lagos Oriental,neutral,Room Quality and Standards
 many rooms have views of the city,Lagos Oriental,neutral,Beautiful Views and Dining Experiences
 the bathrooms are super clean,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
breakfast is offered in the restaurant every morning,Lagos Oriental,neutral,Delightful Food and Home-like Feel
" the property has oriental garden, five cowries, african bar, abacus, hotpot, mayumi, and a large restaurant",Lagos Oriental,neutral,Beautiful Views and Dining Experiences
 a variety of restaurants including cactus and chocolat royale are located in the surrounding,Lagos Oriental,neutral,Delightful Food and Home-like Feel
" note, cactus is quite expensive and lodging at the oriental hotel isn't cheap",Lagos Oriental,neutral,Delightful Food and Home-like Feel
a 6star rating would have been great,Lagos Oriental,positive,Serene Environment
 the swimming pool is awesome,Lagos Oriental,positive,Delightful Food and Home-like Feel
 the sight is wonderful,Lagos Oriental,positive,Delightful Food and Home-like Feel
 the nightclub is wow!,Lagos Oriental,positive,Beautiful Views and Dining Experiences
very nice location to attend a party,Lagos Oriental,positive,Serene Environment
really only went to the oriki spa within the hotel,Lagos Oriental,neutral,Welcoming Staff and Comfortable Stay
 was a nice experience,Lagos Oriental,positive,Beautiful Views and Dining Experiences
"this place is also known as oriental hotel i guess, the opelorie? i don't know",Lagos Oriental,neutral,Excellent Service and Hospitality
" but nice place, actually went for an event, the pace is okay",Lagos Oriental,positive,Event and Conference Spaces
 but need more environmental cleaning for its standard,Lagos Oriental,neutral,Room Quality and Standards
it's a beautiful place to be and have events,Lagos Oriental,positive,Beautiful Views and Dining Experiences
"this a very lovely place, a place to lodge in style, hold large events, all kind of corporate events, what a lovely place for photo shoots with the best views you can ever imagine",Lagos Oriental,positive,Event and Conference Spaces
 being ontop of water,Lagos Oriental,neutral,Delightful Food and Home-like Feel
it's really beautiful,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 it has a big parking space,Lagos Oriental,neutral,Event and Conference Spaces
 it's by the road,Lagos Oriental,neutral,Excellent Service and Hospitality
 it's got boat services behind it,Lagos Oriental,neutral,Excellent Service and Hospitality
 you can cruise the waters of lagos,Lagos Oriental,neutral,Delightful Food and Home-like Feel
"awesome, the facilities is topnotch",Lagos Oriental,positive,Excellent Service and Hospitality
"its awesome, the ball room is grand",Lagos Oriental,positive,Room Quality and Standards
 i think the management have to keep an eye on the infrastructure it loose little details,Lagos Oriental,negative,Delightful Food and Home-like Feel
very nice place to hangout while you see the busy nature of lagos from the hotel's front view and the calm lagoon from it's back view,Lagos Oriental,positive,Beautiful Views and Dining Experiences
it is nice,Lagos Oriental,positive,Serene Environment
awesome place,Lagos Oriental,positive,Delightful Food and Home-like Feel
 cool staff,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 this is home to me,Lagos Oriental,neutral,Delightful Food and Home-like Feel
its a beautiful place with great parking spaces,Lagos Oriental,positive,Event and Conference Spaces
 its has a very delectable cuisine,Lagos Oriental,positive,Delightful Food and Home-like Feel
still the same oriental,Lagos Oriental,neutral,Room Quality and Standards
"contemporary, good ambience",Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 property located by the lagos lagoon,Lagos Oriental,neutral,Serene Environment
large modern hall for events,Lagos Oriental,neutral,Event and Conference Spaces
 can seat over 500 people,Lagos Oriental,neutral,Event and Conference Spaces
decent food too,Lagos Oriental,neutral,Delightful Food and Home-like Feel
"located just before the lekki phase 1 toll gate, it accommodates a corporate organization while it also run its hospitality business",Lagos Oriental,neutral,Serene Environment
 one of the best in lagos,Lagos Oriental,positive,Serene Environment
it's home away from home,Lagos Oriental,neutral,Delightful Food and Home-like Feel
 a wonderful place to be,Lagos Oriental,positive,Delightful Food and Home-like Feel
 i really enjoyed my time there,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
"generally, a nice and cozy environment with courteous staff",Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 but not enough space for parking,Lagos Oriental,neutral,Event and Conference Spaces
 people sometimes have to park on the driveway in front of the hotel,Lagos Oriental,neutral,Event and Conference Spaces
lovely hotel,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 enjoyed my stay and the rooms were spacious,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
" never had a problem with parking space, lovely staff",Lagos Oriental,positive,Event and Conference Spaces
"we're comfortable place to be, exquisite furniture, top-notch service and a high bill to match😂keep it up",Lagos Oriental,positive,Excellent Service and Hospitality
 plus the wifi was superb,Lagos Oriental,positive,Excellent Service and Hospitality
i attended a wedding reception at the oriental,Lagos Oriental,neutral,Leisure and Relaxation
" food was supplied by the hotel including popular nigerian fare like  pepper soup,  jollof rice and pounded yam",Lagos Oriental,positive,Delightful Food and Home-like Feel
  food was superb and the service impeccable,Lagos Oriental,positive,Excellent Service and Hospitality
"loved it, parking was easy, the food was great",Lagos Oriental,positive,Event and Conference Spaces
 and the service too,Lagos Oriental,neutral,Excellent Service and Hospitality
need to coordinate the parking more,Lagos Oriental,neutral,Event and Conference Spaces
needs help,Lagos Oriental,positive,Room Quality and Standards
 that savoir-faire that you get from a hotel of this size is lacking,Lagos Oriental,neutral,Leisure and Relaxation
 great location and view with lots of parking,Lagos Oriental,positive,Event and Conference Spaces
 those are the only pluses,Lagos Oriental,neutral,Excellent Service and Hospitality
 that oomph is missing,Lagos Oriental,negative,Leisure and Relaxation
i went for home service at oriental hotel and it was lovely,Lagos Oriental,positive,Event and Conference Spaces
"i'm enjoying it, nice and cool",Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
we organized and conducive environment for people,Lagos Oriental,neutral,Serene Environment
the lagos oriental hotel skyline resturant is cool,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 i enjoyed my family lunch buffet there,Lagos Oriental,positive,Leisure and Relaxation
 food is very lovely,Lagos Oriental,positive,Beautiful Views and Dining Experiences
"it was great, their services was so on point",Lagos Oriental,positive,Excellent Service and Hospitality
 its a home away from home,Lagos Oriental,neutral,Delightful Food and Home-like Feel
" i love it, the views , the food , everything is just so cool",Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
"good morning friends, how was ur night and your family, may almighty allah bless u all",Lagos Oriental,positive,Leisure and Relaxation
" here are my beautiful family that give me, may allah protect them for me",Lagos Oriental,positive,Leisure and Relaxation
"oriental hotel is not only a luxury hotel, it also houses some big companies in different wings of the same building, like huawei technologies company nigeria, 9mobile",Lagos Oriental,positive,Event and Conference Spaces
" one of the things i love about the building is it's spaciousness, it's definitely a place to visit",Lagos Oriental,positive,Leisure and Relaxation
"world class five star hotel located at the beautiful victoria island in lagos, just in front of the lagos lagoon",Lagos Oriental,positive,Beautiful Views and Dining Experiences
nice 👍,Lagos Oriental,positive,Serene Environment
i love the suites especially the lagoon view rooms and the warm staff,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 however orders made from the kitchen take longer than the 25mins stated as delivery time,Lagos Oriental,neutral,Leisure and Relaxation
located at a suitable place,Lagos Oriental,neutral,Serene Environment
 you'll get the comfort base on your pocket,Lagos Oriental,positive,Leisure and Relaxation
 enough parking space and security is tight,Lagos Oriental,positive,Event and Conference Spaces
comfortable and spacious rooms,Lagos Oriental,positive,Room Quality and Standards
" good customer service, but limited tv and breakfast options",Lagos Oriental,negative,Delightful Food and Home-like Feel
nice place to be,Lagos Oriental,positive,Serene Environment
 accommodation and staffing were excellent,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
it's just d very place 2 relax urself after a stressful wk,Lagos Oriental,neutral,Leisure and Relaxation
great places with good view and cool wave breeze from the water,Lagos Oriental,positive,Beautiful Views and Dining Experiences
"my organisation hosts events here and frankly, it could be a lot better",Lagos Oriental,positive,Event and Conference Spaces
 they are more or less resting on the pedigree they've built and not improving on it,Lagos Oriental,negative,Excellent Service and Hospitality
beautiful place,Lagos Oriental,positive,Beautiful Views and Dining Experiences
"relaxation center, business conferences and more",Lagos Oriental,positive,Event and Conference Spaces
"a beautiful place to host your birthday parties,  movie launch and many more",Lagos Oriental,positive,Event and Conference Spaces
the rooms are not looking good,Lagos Oriental,negative,Room Quality and Standards
 shabby furniture,Lagos Oriental,neutral,Room Quality and Standards
" the hall way rugs are smelly, damp and dirty",Lagos Oriental,negative,Room Quality and Standards
 we were extremely disappointed,Lagos Oriental,negative,Excellent Service and Hospitality
a beautiful hotel with nice ambiance but u gotta to hold enough cash o!,Lagos Oriental,positive,Event and Conference Spaces
"was only in a section, could not get a full view of the building",Lagos Oriental,neutral,Leisure and Relaxation
 but sure a nice place to be with good cash,Lagos Oriental,positive,Leisure and Relaxation
 well built area👏🏾👏🏾,Lagos Oriental,positive,Serene Environment
a luxurious hotel with an ample seaside view,Lagos Oriental,neutral,Beautiful Views and Dining Experiences
 good value for your money if you need a time out to spoil yourself,Lagos Oriental,positive,Leisure and Relaxation
beautiful place with lovely halls for hosting events,Lagos Oriental,positive,Event and Conference Spaces
" you need to be careful with the elevators, ask for directions before hopping into one",Lagos Oriental,positive,Room Quality and Standards
"big, spacious and strategically positioned between victoria island and the lekki peninsular",Lagos Oriental,neutral,Serene Environment
 beautiful views all round,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 oriental hotel is a place to be,Lagos Oriental,neutral,Serene Environment
nice place a serene environment and hospitality is topnotch,Lagos Oriental,positive,Serene Environment
is a comfortable place to stay with family and friends,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
"very beautiful, good staffs and nice food makes oriental one of the best place you can ever be",Lagos Oriental,positive,Delightful Food and Home-like Feel
great place anyday and time! the ambience is great both for leisure and business meetings,Lagos Oriental,positive,Serene Environment
 the sea view is beautiful,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 a place to surely visit,Lagos Oriental,positive,Leisure and Relaxation
it's a landmark in lagos,Lagos Oriental,positive,Serene Environment
 you can't come to lagos without visiting here,Lagos Oriental,neutral,Leisure and Relaxation
" great  menu, workers ,and superb rooms",Lagos Oriental,positive,Excellent Service and Hospitality
 it's the safest hotel around,Lagos Oriental,positive,Delightful Food and Home-like Feel
"a welcoming, well organized customer friendly hotel  strategically located in an easily accessible place in victoria island, lagos",Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
very nice,Lagos Oriental,positive,Serene Environment
my experience has been great but the breakfast buffet is boring,Lagos Oriental,negative,Beautiful Views and Dining Experiences
 excellent service from their staff,Lagos Oriental,positive,Excellent Service and Hospitality
so much for international views,Lagos Oriental,neutral,Beautiful Views and Dining Experiences
 i love this place,Lagos Oriental,positive,Event and Conference Spaces
" unique restroom,  great conference room,  good packing slot for cars, international dishes etc",Lagos Oriental,positive,Event and Conference Spaces
nice food,Lagos Oriental,positive,Delightful Food and Home-like Feel
 really,Lagos Oriental,neutral,Welcoming Staff and Comfortable Stay
 rooms needs serious renovation,Lagos Oriental,negative,Room Quality and Standards
decent five star hotel,Lagos Oriental,neutral,Delightful Food and Home-like Feel
 wish the service was faster,Lagos Oriental,positive,Excellent Service and Hospitality
 they could use some greenery in the car park,Lagos Oriental,neutral,Event and Conference Spaces
 doesn't give you that exclusivity feeling,Lagos Oriental,positive,Room Quality and Standards
it was a wonderful experience,Lagos Oriental,positive,Beautiful Views and Dining Experiences
has one of the most luxurious halls in lagos,Lagos Oriental,neutral,Event and Conference Spaces
 houses huawei and some other high end stores,Lagos Oriental,neutral,Delightful Food and Home-like Feel
 great place for weddings,Lagos Oriental,positive,Leisure and Relaxation
"i went for a conference, the hotel is beautiful and we'll laid out",Lagos Oriental,positive,Event and Conference Spaces
 conference room has everything you need to have a successful meeting,Lagos Oriental,positive,Event and Conference Spaces
"service cum excellence is still lacking, when will nigeria imbibe the true spirit of service! till then, i dint see any hotel in nigeria getting 4 stars from me",Lagos Oriental,positive,Excellent Service and Hospitality
"oriental hotel located in inland beside the lekki tollgate, is one of the best five star hotel in nigeria with super facilities secure & safely have a water front view good looking is good place to be enjoy yourself with your family&event center carpark etc",Lagos Oriental,positive,Serene Environment
great place,Lagos Oriental,positive,Serene Environment
i love the experience,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 it's a five star hotel,Lagos Oriental,neutral,Serene Environment
top notch hotel and event center for classy events and nice ambience too with beautiful view of natural water,Lagos Oriental,positive,Event and Conference Spaces
"it's an excellent environment for any kind of event, i love it",Lagos Oriental,positive,Event and Conference Spaces
it's quite nice and staff are friendly and helpful too,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 serene environment and good  food (very important as i am a foodie 😊),Lagos Oriental,positive,Serene Environment
"an exquisite place lodging, spacious for different types of workshops, seminars, shows, parties etc",Lagos Oriental,positive,Event and Conference Spaces
it's fantastic,Lagos Oriental,positive,Excellent Service and Hospitality
the hotel has deteriorated from the last time i was there,Lagos Oriental,neutral,Leisure and Relaxation
 needs mentainance,Lagos Oriental,neutral,Room Quality and Standards
 cleaning leaves much to be desired,Lagos Oriental,positive,Leisure and Relaxation
 met a chinese staff who was absolutely rude!,Lagos Oriental,negative,Leisure and Relaxation
easy to locate and a mixture of black and white people are going tho and fro,Lagos Oriental,positive,Serene Environment
hands down the best chinese restaurant in vi,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 i recommend the chicken in dried pepper,Lagos Oriental,positive,Serene Environment
 decor needs updating but honestly the food is so delicious,Lagos Oriental,positive,Delightful Food and Home-like Feel
👍,Lagos Oriental,neutral,Serene Environment
lagos oriental hotel will always hold a special place in my life as it was where i received my first award as a business and company - belamej international limited -from vconnect,Lagos Oriental,positive,Event and Conference Spaces
" not only were we honored with an award for offering exceptional service to our clients, we were also hosted to a splendid breakfast buffet",Lagos Oriental,positive,Delightful Food and Home-like Feel
car park is too small for the capacity of halls they have,Lagos Oriental,neutral,Event and Conference Spaces
 i'm not sure what the plan was,Lagos Oriental,negative,Room Quality and Standards
"excellent hotel, very modern and great location",Lagos Oriental,positive,Serene Environment
" located on the island, very close to the shoprite shopping mall",Lagos Oriental,neutral,Serene Environment
" it is still in victoria island, but closer to the lekki side",Lagos Oriental,neutral,Serene Environment
" i usually stay at the radisson blu in victoria island since i still prefer that location, closer ikoyi and mainland, but oriental is in a great location too",Lagos Oriental,positive,Serene Environment
" i have attended weddings here, definitely one of the top spots for wedding venues in lagos, it's an excellent one too",Lagos Oriental,positive,Leisure and Relaxation
" having stayed here before, i was really impressed with the facilities at the hotel and most importantly the rooms are huge, very spacious",Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 the hotel is affordable and definitely worth every paying for,Lagos Oriental,positive,Leisure and Relaxation
 i'd highly recommend,Lagos Oriental,positive,Serene Environment
beautiful and nice,Lagos Oriental,positive,Beautiful Views and Dining Experiences
a wonderful and awesome moments and experience,Lagos Oriental,positive,Delightful Food and Home-like Feel
"beautiful and lovely ,would want to be there over and over again!😀",Lagos Oriental,positive,Beautiful Views and Dining Experiences
it is a pleasant place to stay,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 the view of the lagoon is spectacular,Lagos Oriental,neutral,Beautiful Views and Dining Experiences
 the service is decent and the rooms are spacious,Lagos Oriental,neutral,Excellent Service and Hospitality
 well worth the money,Lagos Oriental,positive,Leisure and Relaxation
"great hotel, good food and nice ambience",Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 huawei has its office here,Lagos Oriental,neutral,Event and Conference Spaces
 good parking and security,Lagos Oriental,positive,Event and Conference Spaces
 there is a money changer available as well,Lagos Oriental,positive,Leisure and Relaxation
lagos oriental hotel is a 5 star hotel that is good for short/long term stay,Lagos Oriental,positive,Leisure and Relaxation
" loh have some couple of interesting facilities that make your stay enjoyable and fun, they equally have a decent admistration and a notable staff strength",Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
" on one or two occasions that i have been there, it was wonderful",Lagos Oriental,positive,Delightful Food and Home-like Feel
 you will bet enjoy your stay if you decide to use lagos oriental hotel any time,Lagos Oriental,positive,Leisure and Relaxation
"the hotel is beautiful but the staff are very unprofessional,not willing to help ",Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
we paid for four people but we're told we could only have beds for 2 ,Lagos Oriental,neutral,Leisure and Relaxation
 staff not trained at all,Lagos Oriental,neutral,Welcoming Staff and Comfortable Stay
they said they didn't hear anything from expedia even after paying and said they couldn't phone till later ,Lagos Oriental,neutral,Leisure and Relaxation
beautiful place,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 all covid-19 protocol observed,Lagos Oriental,neutral,Excellent Service and Hospitality
 nice staff too,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 perfect place to relax and cool off,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
"oriental hotels boasts an exclusive view of the lagos lagoon, with faculties that ensures top hospitality, and personnel that attends in the most cordial way",Lagos Oriental,positive,Beautiful Views and Dining Experiences
 you are sure to love it,Lagos Oriental,positive,Event and Conference Spaces
oriental hotel is beautiful and a good event spot,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 went for the recently held chief daddy movie premiere and i loved how the ballroom hall was transformed!,Lagos Oriental,positive,Event and Conference Spaces
it's a cool place,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
"good service,  courteous staffs,  should have a more efficient way of people moving around like floor maps at strategic places? so people move about easier and quicker",Lagos Oriental,positive,Room Quality and Standards
very good,Lagos Oriental,positive,Serene Environment
it's a place with fantastic ambience,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
"great service , waiting at the lobby to confirm my lunch reservation",Lagos Oriental,positive,Room Quality and Standards
 i love eeettt ❣️💕,Lagos Oriental,positive,Event and Conference Spaces
"top class services, the ocean view is great",Lagos Oriental,positive,Beautiful Views and Dining Experiences
 popular place for foreigners and the elite in the metropolitan city of lagos,Lagos Oriental,positive,Beautiful Views and Dining Experiences
" of course, there is a pool",Lagos Oriental,neutral,Beautiful Views and Dining Experiences
"scenery is ok, but, the toilets visited just below the reception wasn't",Lagos Oriental,neutral,Room Quality and Standards
 it was unable to flush and i met them dirty,Lagos Oriental,negative,Room Quality and Standards
nice ambience and quite cozy,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 a very good recommendation for seminars and functions,Lagos Oriental,positive,Event and Conference Spaces
"upscale, exclusive hotel with great restaurants",Lagos Oriental,positive,Beautiful Views and Dining Experiences
 parking is a problem though,Lagos Oriental,negative,Event and Conference Spaces
excellent opportunity to launch a successful and profitable valet parking service,Lagos Oriental,positive,Excellent Service and Hospitality
5-star hotel with premium services,Lagos Oriental,neutral,Excellent Service and Hospitality
" you get a nice parking space, nice view, nice dining, nice room and a nice price tag to match",Lagos Oriental,positive,Leisure and Relaxation
good place,Lagos Oriental,positive,Serene Environment
" service was good, food delicious, parking spaces adequate",Lagos Oriental,positive,Event and Conference Spaces
 trendy shopping available also,Lagos Oriental,neutral,Delightful Food and Home-like Feel
 event hall is good,Lagos Oriental,positive,Event and Conference Spaces
ambience is amazing,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 can't say about the service though,Lagos Oriental,neutral,Excellent Service and Hospitality
"nice and clean place, really delicious food and food can comfortably feed two but security inside the hotel is quite lax hence the four stars",Lagos Oriental,positive,Serene Environment
i have always love the hotel! wonderful view from different part of hotel,Lagos Oriental,positive,Serene Environment
the hotel is a place you will love to come back again and always,Lagos Oriental,positive,Leisure and Relaxation
"i have not lodged here, attended a seminar",Lagos Oriental,neutral,Leisure and Relaxation
 it's got nice ambience and is quite lively,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 would love to lodge here sometime,Lagos Oriental,positive,Leisure and Relaxation
good ambience,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 great meeting halls,Lagos Oriental,positive,Event and Conference Spaces
 awesome rest rooms and lots more,Lagos Oriental,positive,Room Quality and Standards
 good parking space arrangement,Lagos Oriental,positive,Event and Conference Spaces
still a standard hotel after many years,Lagos Oriental,neutral,Room Quality and Standards
 the staff there are pleasant and the food is great,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 oriental has the best chinese rice in lagos so far,Lagos Oriental,positive,Serene Environment
the awief conference was held here; the staff of the hotel were very pleasant but my experience here is not sufficient to form a valid opinion,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
nice ambience for relaxation and events,Lagos Oriental,positive,Event and Conference Spaces
it's a luxury hotel & conference centre,Lagos Oriental,neutral,Event and Conference Spaces
" sits outstandingly on a lagoon front, overlooking ikoyi across the waters, at the upper end of ozumba mbadiwe, the begining of lekki-epe expressway",Lagos Oriental,neutral,Beautiful Views and Dining Experiences
"you will not fail to notice this highrise oriental building around the sandfill bus stop, a five star it is in deed",Lagos Oriental,positive,Event and Conference Spaces
"great interior finishings, courteous staff, nice meals and good views",Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 take a stay option here if you are visiting lagos,Lagos Oriental,neutral,Leisure and Relaxation
 you will be glad that you did,Lagos Oriental,positive,Leisure and Relaxation
well where do i start,Lagos Oriental,positive,Leisure and Relaxation
" i was at the event center (the one facing the express, me and my friends call ""jack lives here"" 🙂), the ambience of the place is amazingnow i went there again this time to the chinese restaurant, 4th floor decent food it's a place i will advise anyone to go take care of his/herself",Lagos Oriental,positive,Leisure and Relaxation
"splendid, event planned by decortales powered by the entrepreneur africa",Lagos Oriental,positive,Event and Conference Spaces
5 star hotel,Lagos Oriental,neutral,Serene Environment
" premium restaurant and bar, lodging and accommodation for the elite class",Lagos Oriental,neutral,Serene Environment
 wheelchair entrance and packing,Lagos Oriental,neutral,Excellent Service and Hospitality
 water view,Lagos Oriental,neutral,Beautiful Views and Dining Experiences
l and aestethic feel,Lagos Oriental,positive,Delightful Food and Home-like Feel
a great hotel,Lagos Oriental,positive,Serene Environment
 highly hospitable and classy,Lagos Oriental,positive,Serene Environment
 their rooms are great,Lagos Oriental,positive,Room Quality and Standards
" with their dishes, that come in great variety, both continental and african dishes",Lagos Oriental,positive,Delightful Food and Home-like Feel
i love the hospitality 💕 i received,Lagos Oriental,positive,Excellent Service and Hospitality
 though i went for hall inspection been an event coordinator,Lagos Oriental,neutral,Event and Conference Spaces
"good environment , nice and chilled 👌",Lagos Oriental,positive,Beautiful Views and Dining Experiences
awesome experience,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 nice views of the lagos lagoon,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 good food,Lagos Oriental,positive,Delightful Food and Home-like Feel
 the rooms are very big and of modern architecture,Lagos Oriental,neutral,Room Quality and Standards
not bad at all,Lagos Oriental,positive,Excellent Service and Hospitality
 totally enjoyed my stay there,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 loved their morning breakfast buffet  too,Lagos Oriental,positive,Delightful Food and Home-like Feel
 would go back,Lagos Oriental,neutral,Event and Conference Spaces
love the place,Lagos Oriental,positive,Event and Conference Spaces
 lovely chinese cuisine,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 courteous staff,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 beautiful view,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 there's a swimming pool too,Lagos Oriental,neutral,Serene Environment
nice atmosphere,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 though the screen at the hall used was small,Lagos Oriental,neutral,Event and Conference Spaces
 the view from the large balconies though,Lagos Oriental,neutral,Beautiful Views and Dining Experiences
 breathtaking,Lagos Oriental,positive,Beautiful Views and Dining Experiences
"its a really beautiful place,with a mix of d modern and classics, and with a view of the calm waters of lekki waterway,making u feel relaxed in a serene environment",Lagos Oriental,positive,Serene Environment
above average budget,Lagos Oriental,neutral,Serene Environment
 nice environment as well,Lagos Oriental,positive,Serene Environment
is nice place that you can rest,Lagos Oriental,positive,Serene Environment
oriental hotel is one of the best hostel in nigeria,Lagos Oriental,positive,Serene Environment
" it's located at 3 lekki-epe express way, victoria island, lagos",Lagos Oriental,neutral,Serene Environment
  the nearest airport to oriental hotel is the murtala muhammed international airport located about 31 mi away from it,Lagos Oriental,neutral,Serene Environment
it's 2km away from the bar beach and 5km from the nigerian national museum,Lagos Oriental,neutral,Leisure and Relaxation
